SATKER,TGL_DIFF,UP,REALGUP,PAGU,REALISASI,PAGU52,REAL52,PAGU53,REAL53,STATUS
418522,11,6000000,5481800,2268381000,1436940894,780844000,452273395,32000000,32000000,1
635617,11,120000000,61096241,10497888000,4720839543,2502474000,825117684,157018000,-,1
682892,12,60000000,45613060,1939726000,901317615,1933376000,901317615,6350000,0,1
431102,29,210000000,116024154,73364554000,36784831531,36769599000,17864486494,8931793000,4219495700,1
650128,5,7000000,5000000,16235542000,8028971674,540008000,258767753,75000000,47750000,1
402273,27,42000000,37803483,4938056000,2600145370,1310360000,675725546,10000000,10000000,1
110098,27,10000000,9470000,450000000,61703300,450000000,61703300,-,-,1
681509,29,5450000,5303000,8750343000,2869738441,612931000,297010412,75000000,59000000,1
406381,12,48000000,47940400,14388787000,7831208095,9097740000,4439650999,-,-,1
406494,3,45000000,42289000,9816496000,5450292230,5461321000,2802257227,-,-,1
653701,28,15000000,13459000,23277185000,14308538247,325233000,137125600,36000000,33931000,1
428258,29,50000000,31556775,5703154000,3824663034,3122175000,2078736463,0,0,1
119036,7,6000000,4850000,552941000,108622966,552941000,108622966,-,-,1
428258,7,50000000,30080000,5703154000,3824663034,3122175000,2078736463,0,0,1
656560,11,24000000,12310000,2644398000,1213770350,972493000,275185799,0,0,1
661207,29,7000000,7000000,1839497000,982694625,661570000,306057500,65200000,65200000,1
685695,1,300000000,298501000,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
400944,5,60000000,30215940,8749455000,4696853575,5249427000,2901068378,99028000,67289000,1
683996,6,60000000,56682180,17621429000,9290892785,13267582000,6270483666,-,-,1
672953,20,5000000,3500000,89115000,41355500,89115000,41355500,-,-,1
553792,29,30000000,30000000,3550824000,2056627031,794243000,362957000,118727000,108538000,1
498591,29,60000000,59999367,288865093000,76953014182,32822394000,17750874581,255792699000,59202139601,1
428264,15,72000000,71641330,11727181000,5385209678,7276155000,3354662154,0,0,1
537880,18,42000000,32785600,1841932000,871491494,1841932000,871491494,-,-,1
115134,31,200000000,124264203,11462586000,650858599,11462586000,650858599,-,-,0
656485,12,30000000,21249500,3766326000,1973693057,1118279000,306909408,199226000,0,1
449488,5,39000000,21617992,85667342000,49826983987,23741418000,11247204149,53511175000,33448594418,1
7165,5,48000000,27448506,7242482000,4108090637,1592668000,580927608,7000000,0,1
650829,14,22000000,20413875,11329738000,7433103382,1078933000,559684500,-,-,1
683996,10,60000000,56083650,17621429000,9290892785,13267582000,6270483666,-,-,1
7186,4,18000000,17967537,8383238000,4567583772,1627948000,810480852,7000000,-,1
597494,7,19300000,19300000,3273605000,1582191703,1333880000,576285600,12000000,0,1
653108,7,30000000,29995276,3503481000,2084966847,1784125000,757601555,100000000,19242630,1
410574,7,120000000,112310000,12933145000,7153145110,6165714000,3691440715,284993000,0,1
682562,19,120000000,88204762,15958144000,9004325600,5716253000,2414187708,25000000,-,1
418510,10,100000,100000,204683000,104686051,28350000,10508000,0,0,1
110100,14,400000000,391138782,177628052000,77100017649,177628052000,77100017649,-,-,1
406420,17,51000000,50975360,16445313000,9119246783,12046631000,6161983280,0,0,1
418897,6,7500000,7500000,1640194000,1211527755,789404000,532367000,32000000,31850000,1
431158,12,30000000,29944000,9763596000,3179806205,7887574000,1968398203,120292000,17494250,1
402251,5,27000000,24389000,3506544000,2529231912,1122784000,813946631,10000000,9900000,1
119004,2,75000000,29946946,1111575000,611124935,1111575000,611124935,-,-,1
406494,1,45000000,44805000,9816496000,5450292230,5461321000,2802257227,-,-,1
238542,12,120000000,117522505,32786632000,15864984843,12286632000,4584907626,690000000,127441776,1
119234,14,21000000,11000000,22667441000,5379609394,11226131000,2327239394,11441310000,3052370000,1
408819,11,12000000,10344000,1640277000,561019700,1625277000,546019700,15000000,15000000,1
664565,18,60000000,32653000,7075597000,3951218144,4840879000,2517622000,291000000,284225050,1
418380,27,21900000,15879700,9470931000,6020433089,1729654000,643414800,99500000,50000000,1
536725,27,50000000,49860000,3472739000,2468414563,724043000,439507000,-,-,1
420032,11,4500000,3904866,1195784000,717507895,417440000,201406702,10000000,10000000,1
641499,11,120000000,108672000,24527803000,14943871387,12320657000,6757068900,125000000,124500000,1
406420,17,51000000,50999086,16445313000,9119246783,12046631000,6161983280,0,0,1
418459,26,1000000,1000000,807206000,474509818,202160000,151610000,0,0,1
685695,22,300000000,287500000,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
622372,21,150000000,124437565,16209129000,8260051862,7439281000,3977119627,1600000000,450167554,1
418896,21,18000000,18000000,1260214000,779607577,684778000,405352463,32000000,32000000,1
418400,29,30000000,28933382,2040082000,1185909364,846098000,511255037,32000000,31975000,1
641504,29,45000000,45000000,27392137000,15915851914,6399705000,2814168680,-,-,1
7144,11,24000000,23638000,6427590000,3341669626,1498746000,509444000,7000000,0,1
418431,15,24000000,16246873,5586592000,3356714638,1071662000,397553490,145350000,135325000,1
406488,15,30000000,29999219,7723547000,4609175555,4806422000,2444561767,0,0,1
418400,9,30000000,22116815,2040082000,1185909364,846098000,511255037,32000000,31975000,1
641499,9,120000000,117933700,24527803000,14943871387,12320657000,6757068900,125000000,124500000,1
119039,9,6700000,6700000,303550000,163875200,303550000,163875200,-,-,1
561204,2,36000000,28621648,4057077000,2191407767,3158450000,1395899416,-,-,1
682914,3,60000000,30692500,1870653000,989775156,1870653000,989775156,0,0,1
641482,3,3608400,3608400,10971103000,6172771563,3457160000,1763869032,-,-,1
119000,28,130000000,93312500,5331856000,885953050,5331856000,885953050,-,-,1
690409,35,120000000,62706113,6843574000,3642189661,3443963000,1745440501,25000000,24600000,0
418009,7,75000000,2705250,9905622000,4283235841,9905622000,4283235841,-,-,1
418355,27,10200000,10041171,1528162000,901058906,516700000,373976349,-,-,1
650113,27,19800000,18714160,4517989000,2265231423,900035000,450806862,19500000,19468000,1
238535,28,80000000,72932879,9706553000,4524991740,4325250000,1798188683,-,-,1
111805,32,20000000,15247000,4328742000,2508264536,594285000,266524000,61000000,59524000,1
7130,35,50000000,32457817,7314901000,4196828049,1773739000,557496561,7000000,5050000,1
418400,28,30000000,17605018,2040082000,1185909364,846098000,511255037,32000000,31975000,1
613455,40,60000000,53458052,13411319000,5979161279,8189028000,3450179135,1537105000,521700000,1
440505,24,1800000,1300000,163554000,75155508,43450000,22350000,0,0,1
440553,24,10000000,10000000,28933263000,17163943015,652663000,303479000,111450000,111148000,1
553104,24,15000000,7617000,3204406000,1939964233,723404000,380689000,153000000,151000000,1
408817,30,12000000,8244100,205710000,109130700,205710000,109130700,-,-,1
653700,25,48000000,41370121,13229759000,6360762199,4107610000,1443003664,0,0,1
650016,27,12000000,11923250,7770871000,2195396304,6058088000,1380352961,18722000,6992000,1
449488,6,39000000,31779977,85667342000,49826983987,23741418000,11247204149,53511175000,33448594418,1
411146,6,60000000,44974000,4284622000,2295563231,4284622000,2295563231,-,-,1
672952,29,18000000,16184020,5792448000,3330816176,1701068000,1077105507,77500000,-,1
633781,6,400000000,387361540,97446570000,40488725752,38631059000,18459822815,57030343000,21443575937,1
426421,13,60000000,37091494,3013791000,1583226166,1500935000,731307713,50000000,-,1
498592,17,120000000,63236666,410953717000,112857887643,35248906000,17261017976,375603132000,95539868830,1
650126,18,6600000,4986900,2668997000,1512774895,723518000,454272491,32000000,31850000,1
428227,21,48000000,47576630,13551306000,7833437251,8098510000,3842206587,-,-,1
428264,6,72000000,36014000,11727181000,5385209678,7276155000,3354662154,0,0,1
7172,6,80000000,79999911,8970219000,4962434303,2590098000,1265863939,207000000,7000000,1
656507,14,9000000,6155100,3066877000,1544263141,927269000,196677284,0,0,1
574370,17,15000000,14004000,2105071000,1067596367,697278000,325588000,58800000,33000000,1
679499,24,90000000,67040000,28999042000,17273609839,15288122000,7979182335,-,-,1
567481,7,84800000,48439587,7522079000,4027816538,3474679000,1662761948,-,-,1
685695,11,300000000,296896920,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
431127,13,100000000,81446723,14423694000,3191369149,12849198000,2362248919,50785000,0,1
641635,2,600000000,599798500,182191900000,112527740087,47933482000,23800819424,-,-,1
418368,1,12000000,9815440,4566397000,2432798628,887729000,494437431,782000000,350380937,1
685695,2,300000000,299500000,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
119137,3,470000000,75211350,29462430000,9361416969,29462430000,9361416969,-,-,1
7186,3,18000000,17974700,8383238000,4567583772,1627948000,810480852,7000000,-,1
567495,4,120000000,119630837,14821595000,4962742550,8198395000,1939865198,1420000000,15328590,1
402282,11,30000000,27847850,4764913000,2858294276,1416282000,806373041,10000000,10000000,1
650128,5,7000000,7000000,16235542000,8028971674,540008000,258767753,75000000,47750000,1
656560,18,24000000,23921839,2644398000,1213770350,972493000,275185799,0,0,1
424239,19,18000000,18000000,5885015000,3653059353,975148000,622599190,120000000,119946000,1
110808,31,75000000,44015600,7378542000,5077040844,4487200000,2634507011,1433000000,1352860000,1
440552,31,60000000,51733000,9784893000,5272544768,1897510000,828287400,-,-,1
654872,1,300000000,220842604,36420431000,23545960499,12070614000,6389938032,0,0,1
526751,28,1000000,600000,41700000,18000000,41700000,18000000,-,-,1
418370,30,60000000,34028928,53769556000,36550089601,2533826000,1112181500,299480000,207494000,1
401946,2,20000000,19630000,30819119000,2354652634,927824000,453537844,27771349000,723693301,1
553111,29,1700000,1700000,2468909000,1210042030,488580000,206540000,22000000,22000000,1
536725,30,50000000,49980000,3472739000,2468414563,724043000,439507000,-,-,1
683996,7,60000000,52118280,17621429000,9290892785,13267582000,6270483666,-,-,1
440559,7,2000000,1034500,571233000,351392198,142150000,70071500,-,-,1
449488,9,39000000,32000420,85667342000,49826983987,23741418000,11247204149,53511175000,33448594418,1
567495,10,120000000,119224305,14821595000,4962742550,8198395000,1939865198,1420000000,15328590,1
641592,11,30000000,29383500,34491545000,19943071380,16101341000,9563426857,-,-,1
418459,28,1000000,1000000,807206000,474509818,202160000,151610000,0,0,1
426066,31,50000000,28309000,6482547000,3515904115,1626912000,647500500,250000000,209950000,1
527933,2,60000000,39678666,4060727000,2198384084,2322040000,1203672084,984043000,653728000,1
700235,13,300000000,191980843,29315928000,14250442568,12530293000,5745983622,2044950000,619720050,1
406432,17,30000000,29570000,10660867000,2793892361,2861957000,1075157110,5796300000,183401565,1
419202,18,60000000,59714083,1833685000,863932958,1833685000,863932958,-,-,1
597480,26,20000000,11190000,1454227000,819229461,490312000,211077000,19000000,19000000,1
402282,8,30000000,29636900,4764913000,2858294276,1416282000,806373041,10000000,10000000,1
237788,9,90000000,63680559,15079783000,8835880280,8091986000,4322898007,761120000,653108000,1
683996,10,60000000,56154188,17621429000,9290892785,13267582000,6270483666,-,-,1
553792,21,30000000,15000000,3550824000,2056627031,794243000,362957000,118727000,108538000,1
641571,22,33000000,28446000,98712647000,36255128982,62870634000,25915364574,30227700000,7155747775,1
689490,9,80000000,46676502,1885560000,845042536,1885560000,845042536,-,-,1
678359,10,24000000,13986000,5465228000,3248211791,1638601000,786248000,-,-,1
689490,19,80000000,61051937,1885560000,845042536,1885560000,845042536,-,-,1
637550,21,30000000,19168956,4830164000,2221775590,3153094000,1222599058,18722000,17220000,1
663211,12,24000000,23864865,4579316000,2581939917,1508746000,815881847,10000000,10000000,1
119129,33,100000000,85094300,25061371000,9580302150,25061371000,9580302150,-,-,0
7233,4,36000000,27891000,5334731000,3414744914,1478445000,578813159,7000000,7000000,1
670561,7,15000000,14954918,4815085000,1841574365,3638553000,1153393700,50785000,0,1
656511,7,25200000,17859033,2919158000,1411976545,970241000,217826905,0,0,1
410291,10,90000000,86430607,11506971000,5632371086,6164177000,2461778201,162477000,75185300,1
119137,14,470000000,94560000,29462430000,9361416969,29462430000,9361416969,-,-,1
99233,15,20000000,12504455,295828000,101421919,295828000,101421919,0,0,1
110808,16,75000000,66600850,7378542000,5077040844,4487200000,2634507011,1433000000,1352860000,1
622372,16,150000000,149417311,16209129000,8260051862,7439281000,3977119627,1600000000,450167554,1
553807,17,15000000,15000000,4359937000,2307176184,771904000,353050000,61310000,21310000,1
685695,4,300000000,295879800,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
418399,25,36000000,36000000,8756173000,5813027134,1602707000,1177890551,170020000,100000000,1
650126,25,6600000,6499900,2668997000,1512774895,723518000,454272491,32000000,31850000,1
669055,15,30000000,17229500,7560088000,3359492366,6018061000,2698288647,76177000,0,1
669254,15,48000000,37550000,15715554000,9735142298,5214803000,3324835251,-,-,1
418413,15,3000000,3000000,357356000,185620186,187250000,100861500,0,0,1
682900,16,60000000,59017850,1898061000,939509504,1871561000,939509504,26500000,0,1
409810,16,72000000,46992043,10591423000,5256257654,5386655000,2081283021,61382000,-,1
635617,29,120000000,75420969,10497888000,4720839543,2502474000,825117684,157018000,-,1
682892,24,60000000,46299845,1939726000,901317615,1933376000,901317615,6350000,0,1
418524,14,12000000,10247500,22944286000,14075770574,1395310000,584290133,91500000,67500000,1
597558,14,15000000,9335000,1733771000,969557773,465470000,243758000,27200000,15000000,1
406441,14,30000000,23132768,5419657000,3167042380,3163337000,1738913987,0,0,1
631118,15,48000000,47961010,253912108000,115842293467,177043382000,57001491568,76868726000,58840801899,1
553792,16,30000000,15000000,3550824000,2056627031,794243000,362957000,118727000,108538000,1
447940,17,180000000,107335251,133055076000,35828562557,43506623000,17456689733,62709645000,3394849230,1
561541,25,90000000,58230511,10661579000,5486002291,3159928000,1336018942,351462000,-,1
652208,26,30000000,29990972,6048572000,3424760728,3770025000,1743020212,0,0,1
656617,26,25500000,25139200,3167025000,1911264707,797263000,332170864,-,-,1
111804,26,30000000,29849750,3319375000,1668972650,892655000,259447840,0,0,1
420032,33,4500000,4481299,1195784000,717507895,417440000,201406702,10000000,10000000,0
426072,19,30000000,20050000,4284145000,2482160413,1029773000,569188689,18000000,8000000,1
449752,30,120000000,89038150,11329222000,6834322670,3807463000,1666327895,397834000,-,1
419202,10,60000000,52815450,1833685000,863932958,1833685000,863932958,-,-,1
663534,10,120000000,64223569,10976406000,6001231329,5646070000,2455799403,0,0,1
406494,14,45000000,44685000,9816496000,5450292230,5461321000,2802257227,-,-,1
675577,14,18000000,11548000,9888967000,1758960948,8308538000,1151477553,438152000,20600000,1
418399,20,36000000,36000000,8756173000,5813027134,1602707000,1177890551,170020000,100000000,1
431164,21,30000000,22609500,9610679000,3449667358,7658102000,2324548819,34722000,21232000,1
574352,14,8000000,8000000,1660611000,886779274,569154000,260613000,28000000,28000000,1
652190,21,45000000,37720500,7096438000,2903603029,2397554000,1337745561,2457733000,-,1
418461,27,2000000,1208650,799841000,454670692,173830000,56646367,0,0,1
237788,20,90000000,78531124,15079783000,8835880280,8091986000,4322898007,761120000,653108000,1
654336,28,48000000,45748049,26907310000,7287890076,19364863000,3649734338,2164703000,-,1
403409,30,10000000,6544000,244443000,95922840,244443000,95922840,0,0,1
406935,30,60000000,39139500,388383808000,228034674901,2000000000,1035104685,386383808000,226999570216,1
521620,55,20000000,19939000,3269411000,1744777194,1232794000,576946426,24800000,-,0
427454,20,60000000,55682325,11504211000,3983356598,2222820000,1020901225,90000000,-,1
678370,30,60000000,42529840,7362354000,4031932459,1824856000,995141345,-,-,1
641600,30,23000000,22678000,3950827000,2269221297,1284695000,830407000,-,-,1
418401,28,60000000,42482273,10507823000,5223151948,2458465000,1032206841,1613500000,767617200,1
440557,28,1000000,1000000,172960000,89876725,55190000,24379100,-,-,1
408143,36,60000000,57209177,10797007000,6057234432,5580386000,2675268891,71888000,69947000,1
411146,2,60000000,57180000,4284622000,2295563231,4284622000,2295563231,-,-,1
406441,14,30000000,29453850,5419657000,3167042380,3163337000,1738913987,0,0,1
418522,15,6000000,5915139,2268381000,1436940894,780844000,452273395,32000000,32000000,1
653705,16,8000000,6616144,734681000,282657893,232110000,65446727,0,0,1
119022,22,100000000,60511708,2371597000,899953584,2371597000,899953584,-,-,1
413256,23,30000000,28215687,21427361000,11498068706,5358221000,3093219288,-,-,1
686250,1,440000000,16854376,47306926000,21653421897,34318902000,12682999448,-,-,1
672969,3,20000000,19972088,3967705000,2307741360,1405737000,869564696,87500000,84250000,1
418310,32,54000000,37011933,1722484000,646236555,1708067000,637319755,14417000,8916800,0
527975,2,20000000,10264750,1797436000,736885303,1149744000,596154303,445220000,45900000,1
641461,17,60000000,35075000,7239084000,3166429310,3582958000,1036466600,-,-,1
641677,2,300000000,196573000,75086458000,39912737130,18916054000,9561809119,776608000,481273891,1
678363,28,21000000,19301500,6025078000,3314801729,2787154000,1274360700,-,-,1
650129,28,2000000,1636250,3594619000,1077806630,173290000,93030471,2807674000,710664972,1
621911,28,300000000,167447253,22405578000,9045174335,11533183000,3336930714,1142659000,484250000,1
641660,1,300000000,153680000,62658628000,36933116382,16322571000,7086995596,0,0,1
665307,1,240000000,227165750,44341528000,28453518761,13920948000,7922027979,0,0,1
402283,1,7000000,4100000,179194000,82554002,179194000,82554002,0,0,1
686250,1,440000000,19992356,47306926000,21653421897,34318902000,12682999448,-,-,1
418896,29,18000000,9083500,1260214000,779607577,684778000,405352463,32000000,32000000,1
670561,4,15000000,14998476,4815085000,1841574365,3638553000,1153393700,50785000,0,1
680310,20,10000000,7500000,1638353000,814911387,398764000,193930500,32500000,31650000,1
666503,25,51000000,47107500,27672762000,18038721921,1545407000,729326165,144000000,61372000,1
650117,25,3600000,3324800,471454000,237910535,193250000,85076575,-,-,1
403709,26,80000000,72149248,1837647000,842150073,1781487000,800150073,56160000,42000000,1
402282,7,30000000,24256000,4764913000,2858294276,1416282000,806373041,10000000,10000000,1
111804,29,30000000,16020000,3319375000,1668972650,892655000,259447840,0,0,1
119138,6,34200000,2680000,862800000,614150057,862800000,614150057,-,-,1
428233,15,75000000,73480000,6499356000,4483703948,4202902000,2684939946,0,0,1
238542,17,120000000,113165486,32786632000,15864984843,12286632000,4584907626,690000000,127441776,1
406426,20,50000000,49000000,5453958000,3380436224,3514645000,1930522201,100000000,0,1
685695,7,300000000,218443250,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
656600,8,21000000,20100000,2645913000,1333322588,814350000,221724645,0,0,1
641656,14,300000000,296532000,75762340000,45345152128,22353253000,10465609693,-,-,1
406463,15,30000000,28000000,5324344000,3355996783,3386083000,2262483772,0,0,1
634530,21,30000000,29986500,1439194000,814437291,1191434000,691232291,0,0,1
661207,8,7000000,7000000,1839497000,982694625,661570000,306057500,65200000,65200000,1
403823,23,240000000,123950632,78364248000,41825127309,18059952000,6889970468,330000000,-,1
686250,2,440000000,19983188,47306926000,21653421897,34318902000,12682999448,-,-,1
111904,8,15000000,14480000,3075014000,1661570870,905372000,267180826,0,0,1
99229,12,24000000,17361500,390180000,224209900,390180000,224209900,0,0,1
402283,12,7000000,5400000,179194000,82554002,179194000,82554002,0,0,1
119138,5,34200000,7000000,862800000,614150057,862800000,614150057,-,-,1
119133,6,102000000,56030500,32323336000,2459927309,32323336000,2459927309,-,-,1
402639,6,13000000,11143000,153000000,107630000,153000000,107630000,0,0,1
641698,6,300000000,299928000,50077448000,31365998485,14574164000,8589422910,0,0,1
574366,22,20000000,20000000,5041207000,2796947126,1048172000,496480000,64200000,64200000,1
99225,26,8000000,6494500,315490000,185149782,315490000,185149782,-,-,1
7102,27,180000000,139805780,81935746000,41847289720,9377189000,2697363698,42000000,34900000,1
408817,12,12000000,6859300,205710000,109130700,205710000,109130700,-,-,1
597494,15,19300000,19300000,3273605000,1582191703,1333880000,576285600,12000000,0,1
560834,27,120000000,71625615,9609672000,4795902244,4263783000,1805930873,103388000,14990000,1
440559,24,2000000,1982500,571233000,351392198,142150000,70071500,-,-,1
683589,2,60000000,59748320,18405787000,12085351116,13842184000,9130578565,0,0,1
685695,3,300000000,296055250,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
98984,22,60000000,41023730,5141543000,2711876772,1592832000,999725043,91000000,91000000,1
632009,8,30000000,30000000,2278249000,1626543031,1619744000,852839263,100000000,99166000,1
411146,9,60000000,47065500,4284622000,2295563231,4284622000,2295563231,-,-,1
7151,11,60000000,59879750,9878070000,6352540303,2424734000,1765731509,7000000,7000000,1
406463,11,30000000,15000000,5324344000,3355996783,3386083000,2262483772,0,0,1
352639,6,300000000,228155000,28236181000,22099330468,8318106000,4981545550,0,0,1
440559,6,2000000,1655000,571233000,351392198,142150000,70071500,-,-,1
553125,12,30000000,24950111,4662277000,2564222928,925706000,428175939,109150000,109102000,1
683996,13,60000000,38400600,17621429000,9290892785,13267582000,6270483666,-,-,1
402273,14,42000000,33093038,4938056000,2600145370,1310360000,675725546,10000000,10000000,1
685695,16,300000000,299954250,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
662127,20,50000000,48000000,2734647000,1489362492,978242000,485752310,125000000,125000000,1
7186,4,18000000,17212500,8383238000,4567583772,1627948000,810480852,7000000,-,1
239441,15,400000000,357612401,40800148000,14017284955,33161105000,10111916134,1614497000,269001013,1
432841,15,300000000,168526402,30567108000,17977715283,15740163000,8415046474,3601445000,2666965759,1
98938,19,90000000,48937765,27638082000,17767097336,4059302000,2414218627,280000000,279000000,1
681508,34,2000000,1996000,6136586000,2344755701,1455290000,642465000,1750000000,102382850,0
654886,2,300000000,215582800,75846139000,46610823617,19774735000,9836935243,0,0,1
665882,1,300000000,297112000,66628003000,32732247764,14216309000,7574880898,10935404000,2345356100,1
597502,3,4000000,4000000,1468816000,711318644,525435000,238956000,24165000,15665000,1
426072,8,30000000,15000100,4284145000,2482160413,1029773000,569188689,18000000,8000000,1
537880,8,42000000,27030926,1841932000,871491494,1841932000,871491494,-,-,1
641656,10,300000000,294363000,75762340000,45345152128,22353253000,10465609693,-,-,1
406432,10,30000000,30000000,10660867000,2793892361,2861957000,1075157110,5796300000,183401565,1
665882,28,300000000,294828787,66628003000,32732247764,14216309000,7574880898,10935404000,2345356100,1
679482,32,80000000,77165400,16196004000,9254174006,4608362000,1465726595,-,-,1
673521,10,48000000,43712600,5730457000,2998494493,2615244000,1667803496,0,0,1
418359,15,51000000,27293319,6347250000,4014726419,3344812000,2231310784,-,-,1
401836,13,10000000,5000000,3568715000,2123253337,1046563000,567050000,0,0,1
663211,14,24000000,22973324,4579316000,2581939917,1508746000,815881847,10000000,10000000,1
418354,14,90000000,52389860,110036183000,44802176637,19316036000,7182449325,14674248000,528794660,1
418412,17,10000000,4225000,2851536000,1206562623,165750000,72001450,2519823000,1059290464,1
424220,7,12000000,11822299,6709344000,4784043449,1413630000,669452373,243500000,232500000,1
525296,8,120000000,77683845,13133208000,4818345985,5213049000,1856899470,3027000000,87285026,1
98970,11,40000000,34658200,6857603000,4279822186,2040923000,1321102522,114000000,79238000,1
506126,12,60000000,40006664,1234115000,649161160,1234115000,649161160,0,0,1
411146,5,60000000,34763750,4284622000,2295563231,4284622000,2295563231,-,-,1
449488,8,39000000,38356813,85667342000,49826983987,23741418000,11247204149,53511175000,33448594418,1
424220,12,12000000,7345000,6709344000,4784043449,1413630000,669452373,243500000,232500000,1
414540,6,120000000,99708800,19065522000,8998344901,11350732000,4799106399,1032400000,697045705,1
418456,23,10000000,9617673,2257030000,1303109450,794587000,436132669,32000000,29453850,1
653271,26,33000000,32962207,1716532000,981563477,634579000,334354919,95000000,94765000,1
527933,9,60000000,31269495,4060727000,2198384084,2322040000,1203672084,984043000,653728000,1
653700,9,48000000,34984133,13229759000,6360762199,4107610000,1443003664,0,0,1
567481,11,84800000,44451207,7522079000,4027816538,3474679000,1662761948,-,-,1
418524,26,12000000,10921414,22944286000,14075770574,1395310000,584290133,91500000,67500000,1
440507,27,10000000,9986850,445901000,220098105,193270000,84885568,0,0,1
406441,15,30000000,29712733,5419657000,3167042380,3163337000,1738913987,0,0,1
401909,15,39600000,33613114,5094169000,2831225365,1384192000,692152973,10000000,10000000,1
634530,29,30000000,29980300,1439194000,814437291,1191434000,691232291,0,0,1
686250,3,440000000,50253132,47306926000,21653421897,34318902000,12682999448,-,-,1
99233,16,20000000,11619564,295828000,101421919,295828000,101421919,0,0,1
527961,17,25000000,15987574,1719478000,933978256,1297015000,608327256,244495000,233730000,1
426421,21,60000000,31998206,3013791000,1583226166,1500935000,731307713,50000000,-,1
424967,21,50000000,26518300,5678977000,2958345370,1400168000,592188300,1000000,0,1
418419,24,18000000,17234944,1815011000,1043602975,414364000,202757407,34900000,34900000,1
119770,15,300000000,298975415,22643393000,15901614712,13075863000,9164909409,109070000,109057500,1
666503,21,51000000,29357500,27672762000,18038721921,1545407000,729326165,144000000,61372000,1
650129,27,2000000,1999750,3594619000,1077806630,173290000,93030471,2807674000,710664972,1
675577,12,18000000,13796100,9888967000,1758960948,8308538000,1151477553,438152000,20600000,1
675094,33,5656800,5656800,1605171000,730379699,540841000,320786600,14500000,14500000,0
567495,8,120000000,103991465,14821595000,4962742550,8198395000,1939865198,1420000000,15328590,1
641567,12,150000000,142338200,27609379000,14817227560,16664508000,8884461733,0,0,1
406420,12,51000000,41176031,16445313000,9119246783,12046631000,6161983280,0,0,1
437106,19,48000000,47594100,10114818000,3821261896,1901010000,937396918,4206393000,421212900,1
418403,25,6000000,3950412,525905000,274990264,163730000,59158907,0,0,1
424951,11,20000000,20000000,4489183000,2497267889,793848000,384192608,99000000,99000000,1
403709,18,80000000,61038721,1837647000,842150073,1781487000,800150073,56160000,42000000,1
424245,32,30000000,30000000,6678704000,4150150268,1019108000,435100000,296700000,153300000,0
18403,32,300000000,283374103,117596572000,62381461098,49153560000,24341483845,100000000,96286770,0
119234,33,21000000,21000000,22667441000,5379609394,11226131000,2327239394,11441310000,3052370000,0
419202,3,60000000,34514900,1833685000,863932958,1833685000,863932958,-,-,1
369600,17,180000000,179368109,15593881000,6814180787,7387453000,3421566466,-,-,1
408819,29,12000000,11361000,1640277000,561019700,1625277000,546019700,15000000,15000000,1
119132,29,102000000,84877000,10388165000,5017836635,10388165000,5017836635,-,-,1
111905,8,3000000,3000000,6625054000,3924848455,279580000,140890000,36000000,35850000,1
424967,22,50000000,27500000,5678977000,2958345370,1400168000,592188300,1000000,0,1
248920,21,60000000,30935813,15231078000,7605951441,5818868000,2400998947,797872000,213623644,1
641504,24,45000000,45000000,27392137000,15915851914,6399705000,2814168680,-,-,1
505786,21,60000000,44766631,15224207000,8020058802,13880567000,7066009082,1343640000,954049720,1
119028,28,60000000,60000000,1440000000,647901100,1440000000,647901100,-,-,1
652212,27,39000000,38999554,4140444000,2740718688,2002774000,1288641455,0,0,1
653108,4,30000000,29970600,3503481000,2084966847,1784125000,757601555,100000000,19242630,1
7165,21,48000000,30623403,7242482000,4108090637,1592668000,580927608,7000000,0,1
401836,21,10000000,10000000,3568715000,2123253337,1046563000,567050000,0,0,1
662110,32,18000000,16000000,3453866000,1859898566,398886000,161868370,87100000,48911250,0
7123,21,30000000,25396427,7922868000,3912402734,1650412000,548595773,7000000,-,1
99003,25,36000000,32851143,6090892000,2990155812,1686481000,938379117,77500000,77150000,1
401833,26,20000000,14548500,2886183000,1566745797,984940000,492703250,0,0,1
650114,28,16200000,16079752,10128619000,4902535204,816009000,330926252,186000000,85220000,1
654872,12,300000000,428275000,36420431000,23545960499,12070614000,6389938032,0,0,1
427454,13,60000000,52681950,11504211000,3983356598,2222820000,1020901225,90000000,-,1
449488,14,39000000,36881395,85667342000,49826983987,23741418000,11247204149,53511175000,33448594418,1
656560,15,24000000,22550000,2644398000,1213770350,972493000,275185799,0,0,1
666502,28,38400000,23732000,9148750000,4463121265,2577690000,855221000,0,0,1
672969,3,20000000,19104301,3967705000,2307741360,1405737000,869564696,87500000,84250000,1
641592,3,30000000,23027000,34491545000,19943071380,16101341000,9563426857,-,-,1
418513,4,20000000,19983800,5270384000,2691966097,1028161000,495117797,245238000,129038000,1
427159,4,120000000,77655030,51828406000,14310560796,45632448000,10812293312,1597000000,1230226600,1
